current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
hcl,amazon,14.1,1413163,1733661,Male,Gurgaon,Product Manager,IT,Bachelor,None,Identity Management,3,1
coforge,amazon,3.9,2807623,3701181,Female,Pune,Business Analyst,IT,Bachelor,Microsoft Certified: Azure Fundamentals,PostgreSQL,5,1
google,linkedin,9.1,1718332,2104860,Male,Hyderabad,Cybersecurity Specialist,IT,Bachelor,Google Cloud Professional Data Engineer,PostgreSQL,1,1
accenture,netflix,1.1,1005189,1221757,Male,Mumbai,Software Developer,IT,PhD,Cisco Certified Network Associate (CCNA),MySQL,2,1
google,uber,2.1,1542223,2344720,Male,Delhi,Software Developer,IT,Master,AWS Certified Solutions Architect - Professional,Docker,1,1
accenture,deloitte,2.8,2279947,3491026,Male,Delhi,Machine Learning Engineer,IT,PhD,Certified Cloud Security Professional (CCSP),Artificial Intelligence,2,2
sap,google,1.1,2020600,2985702,Other,Bangalore,Cybersecurity Specialist,IT,Master,Certified Information Security Manager (CISM),IoT,2,1
netflix,microsoft,4.7,936130,1487388,Female,Bangalore,Scrum Master,IT,Master,Red Hat Certified Engineer (RHCE),Spring Boot,1,1
happiest-minds,amazon,6.8,2106708,3278241,Female,Mumbai,Cloud Engineer,IT,Bachelor,AWS Certified Developer - Associate,Cloud Computing,5,1
infosys,valuelabs,4.8,1114902,1666843,Male,Pune,Software Developer,IT,PhD,Microsoft Certified: Azure Fundamentals,Natural Language Processing,3,5
valuelabs,hcl,9.4,929173,1255181,Male,Chennai,Blockchain Developer,IT,Bachelor,VMware Certified Professional (VCP),Microsoft Azure,5,3
netflix,adobe,3.3,1298404,2008910,Male,Chennai,Network Engineer,IT,Bachelor,Google Cloud Professional Data Engineer,NoSQL,1,1
google,zensar,3.4,2845222,4232127,Male,Chennai,Data Analyst,IT,Bachelor,Cisco Certified Network Professional (CCNP),Kubernetes,1,4
coforge,infosys,3.8,2431372,3501359,Male,Bangalore,Data Analyst,IT,Master,Microsoft Certified: Azure Administrator Associate,Single Sign-On,5,3
hexaware,ibm,13.4,1605337,2117919,Male,Mumbai,Business Analyst,IT,Master,CompTIA Network+,Penetration Testing,4,2
google,tcs,4.9,1363172,1772707,Female,Hyderabad,Platform Engineer,IT,Bachelor,SAFe Agilist Certification,IoT,1,3
meta,adobe,3.2,1500407,2329158,Male,Kolkata,Data Scientist,IT,Master,TensorFlow Developer Certificate,Vulnerability Assessment,1,1
accenture,microsoft,10.8,1930775,2465898,Female,Chennai,Software Architect,IT,PhD,CompTIA Cloud+,Penetration Testing,2,1
adobe,hcl,6.6,1404034,2184327,Male,Gurgaon,QA Engineer,IT,Master,Google Cloud Professional Cloud Architect,Java,1,3
hexaware,linkedin,11.9,1061253,1539949,Male,Delhi,System Administrator,IT,PhD,Microsoft Certified: Azure Administrator Associate,Project Management,4,1
hexaware,sap,7.5,1676283,2349267,Female,Noida,Release Manager,IT,PhD,AWS Certified DevOps Engineer - Professional,Edge Computing,4,2
oracle,netflix,13.6,3038201,4788372,Other,Kolkata,Infrastructure Engineer,IT,Bachelor,AWS Certified DevOps Engineer - Professional,Project Management,2,1
coforge,virtusa,2.8,1035720,1606008,Female,Bangalore,QA Engineer,IT,Bachelor,AWS Certified Security - Specialty,Performance Testing,5,4
ibm,google,2.8,2081608,2681754,Male,Delhi,Software Developer,IT,Bachelor,Certified Cloud Security Professional (CCSP),Power BI,2,1
salesforce,zensar,6.0,3141073,4980862,Male,Noida,Machine Learning Engineer,IT,Master,Certified Kubernetes Application Developer (CKAD),Data Visualization,1,4
cts,hexaware,6.4,1521447,1993744,Female,Kolkata,Infrastructure Engineer,IT,Master,Certified Kubernetes Security Specialist (CKS),Django,3,4
hexaware,microsoft,13.5,2230258,2818522,Male,Gurgaon,Site Reliability Engineer,IT,Bachelor,CompTIA Cloud+,Docker,4,1
apple,salesforce,10.7,904832,1396276,Other,Delhi,Senior Developer,IT,PhD,AWS Certified Solutions Architect - Professional,Flask,1,1
coforge,apple,2.3,654511,1022288,Male,Hyderabad,Blockchain Developer,IT,Bachelor,AWS Certified Solutions Architect - Professional,Performance Testing,5,1
happiest-minds,netflix,5.2,3072818,3722593,Female,Mumbai,Scrum Master,IT,PhD,AWS Certified SysOps Administrator - Associate,TypeScript,5,1
valuelabs,oracle,13.5,2531851,3619250,Female,Gurgaon,Software Architect,IT,PhD,AWS Certified Machine Learning - Specialty,Technical Writing,5,2
accenture,microsoft,10.4,2927873,4564428,Male,Chennai,Cloud Architect,IT,PhD,AWS Certified Security - Specialty,Integration Testing,2,1
coforge,meta,11.4,1961194,2691169,Female,Kolkata,Technical Lead,IT,Bachelor,Google Cloud Professional DevOps Engineer,Serverless Architecture,5,1
google,cts,5.6,1570111,2333506,Female,Pune,Technical Lead,IT,Bachelor,SAFe Agilist Certification,Smart Contracts,1,3
coforge,linkedin,2.4,2787709,4364724,Female,Delhi,Security Engineer,IT,Bachelor,Docker Certified Associate (DCA),API Gateway,5,1
hexaware,amazon,11.6,3423540,5121132,Male,Delhi,Business Analyst,IT,PhD,AWS Cloud Practitioner,Git,4,1
microsoft,tcs,6.6,2782777,4203583,Female,Pune,Technical Lead,IT,Master,AWS Certified Data Analytics - Specialty,Message Queues,1,3
microsoft,hcl,10.4,1995538,2680683,Female,Noida,Security Engineer,IT,PhD,Google Cloud Professional Cloud Architect,Serverless Architecture,1,3
linkedin,cts,3.9,2770563,3355410,Female,Mumbai,Software Architect,IT,Bachelor,Oracle Database Administrator Certified Professional,GraphQL,1,3
apple,amazon,13.9,1770977,2628769,Male,Pune,Scrum Master,IT,Master,SAFe Agilist Certification,Spring Boot,1,1
hcl,wipro,8.5,2007072,2535194,Female,Delhi,Cloud Engineer,IT,Master,CompTIA CySA+,OAuth,3,3
cts,happiest-minds,1.7,2026556,3184812,Female,Bangalore,Platform Engineer,IT,PhD,Google Cloud Professional DevOps Engineer,DevOps,3,5
sap,meta,9.8,2012485,2624848,Male,Bangalore,Full Stack Developer,IT,Master,Google Cloud Professional Cloud Architect,Cloud Computing,2,1
cts,oracle,9.2,1112143,1685750,Female,Bangalore,Scrum Master,IT,Bachelor,Certified Kubernetes Administrator (CKA),SQL,3,2
coforge,tcs,8.9,1288746,1639334,Male,Delhi,Blockchain Developer,IT,PhD,Certified Kubernetes Security Specialist (CKS),Data Science,5,3
wipro,tcs,14.5,2399926,3667502,Male,Pune,Quality Assurance Lead,IT,Bachelor,TensorFlow Developer Certificate,Cybersecurity,3,3
hcl,infosys,4.8,2600129,3764071,Female,Bangalore,DevOps Engineer,IT,PhD,Microsoft Certified: Azure AI Engineer Associate,Microservices,3,3
wipro,microsoft,4.0,1129169,1664621,Male,Delhi,Project Manager,IT,Master,AWS Certified Solutions Architect - Professional,Vue.js,3,1
meta,salesforce,3.7,2889929,3736456,Male,Noida,Platform Engineer,IT,Master,Oracle MySQL Database Administration,Kubernetes,1,1
deloitte,meta,3.7,2337862,3081185,Male,Chennai,Scrum Master,IT,Bachelor,Cisco Certified Network Associate (CCNA),Test Automation,2,1
adobe,deloitte,3.3,902773,1144762,Male,Noida,System Administrator,IT,Bachelor,Cisco Certified Network Associate (CCNA),Data Visualization,1,2
linkedin,wipro,9.9,1260956,1543051,Male,Kolkata,Data Engineer,IT,PhD,Certified Information Systems Auditor (CISA),Microservices,1,3
tcs,amazon,1.9,617572,829602,Male,Delhi,System Administrator,IT,Bachelor,AWS Certified Developer - Associate,Smart Contracts,3,1
happiest-minds,valuelabs,8.4,2338710,3519685,Male,Pune,Full Stack Developer,IT,PhD,CompTIA Network+,Kanban,5,5
adobe,wipro,12.7,1654940,2073586,Male,Mumbai,Data Scientist,IT,PhD,Google Cloud Professional Cloud Architect,Information Security,1,3
coforge,google,1.5,1083646,1462438,Male,Kolkata,Security Engineer,IT,Bachelor,Google Cloud Professional Security Engineer,Python,5,1
accenture,happiest-minds,2.6,1031996,1521049,Male,Bangalore,Quality Assurance Lead,IT,PhD,AWS Certified Solutions Architect - Associate,GitLab CI,2,5
netflix,uber,8.9,2375288,2936968,Female,Delhi,UX/UI Designer,IT,Master,Certified Data Professional (CDP),Vulnerability Assessment,1,1
sap,google,5.7,930673,1262783,Male,Kolkata,Software Architect,IT,Master,Certified Information Systems Auditor (CISA),Big Data,2,1
amazon,linkedin,9.7,3216228,4178655,Female,Hyderabad,Software Architect,IT,Bachelor,Red Hat Certified Engineer (RHCE),Identity Management,1,1
cts,virtusa,9.8,3013760,3837165,Male,Kolkata,Solution Architect,IT,PhD,AWS Cloud Practitioner,API Gateway,3,4
cts,wipro,6.7,3263921,5074456,Male,Bangalore,Network Engineer,IT,Bachelor,Certified Information Systems Auditor (CISA),Network Security,3,3
ibm,amazon,2.2,1672074,2446343,Male,Mumbai,Site Reliability Engineer,IT,Bachelor,CompTIA Cloud+,ElasticSearch,2,1
meta,tcs,6.4,1179640,1646216,Male,Chennai,Data Scientist,IT,PhD,CompTIA Cloud+,Message Queues,1,3
wipro,oracle,1.6,879469,1083990,Male,Mumbai,Data Scientist,IT,Bachelor,SAFe Agilist Certification,Load Testing,3,2
microsoft,virtusa,5.1,1108426,1487267,Female,Hyderabad,Data Scientist,IT,PhD,Certified Cloud Security Professional (CCSP),Scrum,1,4
virtusa,accenture,14.2,1221957,1935601,Male,Kolkata,Cloud Architect,IT,Bachelor,AWS Certified Developer - Associate,TypeScript,4,2
hexaware,microsoft,6.7,2087583,3067417,Female,Kolkata,Solution Architect,IT,Master,Microsoft Certified: Azure Security Engineer Associate,CI/CD,4,1
microsoft,hexaware,7.2,1515982,2206211,Male,Bangalore,Blockchain Developer,IT,PhD,Certified Information Systems Auditor (CISA),Natural Language Processing,1,4
hexaware,sap,14.2,1664483,2645540,Female,Kolkata,Quality Assurance Lead,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,JavaScript,4,2
happiest-minds,uber,14.1,2188653,3065226,Female,Chennai,AI Researcher,IT,PhD,Google Cloud Professional DevOps Engineer,Computer Vision,5,1
valuelabs,adobe,13.8,1885503,2746049,Male,Kolkata,Product Manager,IT,Master,Certified Kubernetes Administrator (CKA),Project Management,5,1
salesforce,happiest-minds,2.8,1263612,1646037,Male,Chennai,Infrastructure Engineer,IT,Master,Cisco Certified Internetwork Expert (CCIE),Vulnerability Assessment,1,5
zensar,happiest-minds,4.2,898999,1100556,Male,Noida,QA Engineer,IT,Bachelor,ITIL Expert,FastAPI,4,5
oracle,zensar,1.8,1758015,2136592,Female,Delhi,Machine Learning Engineer,IT,Master,CompTIA Security+,GitHub Actions,2,4
google,apple,1.4,1229906,1682888,Female,Hyderabad,System Administrator,IT,PhD,Cisco Certified Network Associate (CCNA),IoT,1,1
happiest-minds,amazon,13.1,2555372,3420488,Male,Pune,Cloud Engineer,IT,Master,Cisco Certified Network Associate (CCNA),Jenkins,5,1
tcs,ibm,9.8,2873978,4130126,Female,Chennai,Cloud Engineer,IT,PhD,CompTIA A+,Artificial Intelligence,3,2
zensar,virtusa,11.4,1778042,2668449,Female,Chennai,Platform Engineer,IT,Master,VMware Certified Professional (VCP),PostgreSQL,4,4
valuelabs,wipro,11.1,2289203,2913031,Female,Kolkata,Data Analyst,IT,Bachelor,Microsoft Certified: Azure Data Scientist Associate,Artificial Intelligence,5,3
uber,valuelabs,5.9,2317943,3283342,Male,Delhi,System Administrator,IT,Bachelor,Certified Kubernetes Application Developer (CKAD),Python,1,5
hcl,google,4.4,2775056,3559797,Male,Hyderabad,Technical Lead,IT,Master,Microsoft Certified: Azure Fundamentals,MySQL,3,1
sap,deloitte,4.5,2271815,3300569,Male,Noida,Software Architect,IT,PhD,AWS Certified Machine Learning - Specialty,Penetration Testing,2,2
netflix,hexaware,13.1,1106072,1544837,Female,Pune,Data Analyst,IT,Master,AWS Certified Developer - Associate,Cloud Security,1,4
virtusa,deloitte,11.6,3161257,3881556,Male,Hyderabad,Software Architect,IT,Master,AWS Certified Developer - Associate,Tableau,4,2
tcs,microsoft,10.5,2904264,4370267,Male,Pune,Cloud Architect,IT,PhD,Certified Kubernetes Security Specialist (CKS),GraphQL,3,1
netflix,zensar,6.9,1516608,1828883,Female,Hyderabad,Data Engineer,IT,Master,Google Cloud Professional Cloud Architect,JavaScript,1,4
tcs,oracle,12.0,2863714,3793599,Female,Mumbai,Data Scientist,IT,PhD,AWS Certified Developer - Associate,Natural Language Processing,3,2
microsoft,ibm,7.1,1865475,2491933,Male,Noida,Cybersecurity Specialist,IT,Master,CompTIA A+,Tableau,1,2
cts,zensar,14.2,2908332,3976658,Male,Pune,Mobile App Developer,IT,Master,Microsoft Certified: Azure Fundamentals,Data Engineering,3,4
sap,valuelabs,8.2,1028087,1448530,Male,Hyderabad,AI Researcher,IT,PhD,Red Hat Certified Engineer (RHCE),Information Security,2,5
sap,infosys,4.9,2942273,3861703,Male,Bangalore,Cloud Engineer,IT,Bachelor,Salesforce Certified Platform Developer,Load Testing,2,3
valuelabs,uber,7.3,3177374,5010658,Male,Gurgaon,Senior Developer,IT,PhD,Certified Data Professional (CDP),OAuth,5,1
salesforce,adobe,11.4,3149836,4996303,Female,Mumbai,Security Engineer,IT,PhD,Oracle Database Administrator Certified Professional,AWS,1,1
valuelabs,accenture,1.5,1544964,1992530,Female,Delhi,Tech Lead,IT,Master,CompTIA CySA+,CI/CD,5,2
apple,meta,12.5,1731540,2359397,Male,Gurgaon,Site Reliability Engineer,IT,PhD,Cisco Certified Network Professional (CCNP),MongoDB,1,1
sap,microsoft,10.3,941364,1275461,Male,Chennai,Scrum Master,IT,Bachelor,Project Management Professional (PMP),Microservices,2,1
hexaware,zensar,5.6,1621540,2503018,Male,Delhi,Security Engineer,IT,Bachelor,Certified Kubernetes Administrator (CKA),Vulnerability Assessment,4,4
hexaware,zensar,4.5,626154,838860,Female,Delhi,Business Analyst,IT,PhD,Microsoft Certified: Azure Solutions Architect Expert,Performance Testing,4,4
accenture,infosys,1.8,2985490,4776536,Male,Hyderabad,Blockchain Developer,IT,PhD,Oracle MySQL Database Administration,REST APIs,2,3
adobe,apple,3.2,2778186,4012132,Male,Gurgaon,Cybersecurity Specialist,IT,PhD,Certified Scrum Master (CSM),Lambda Functions,1,1
salesforce,sap,14.9,2121322,2555479,Female,Gurgaon,Solution Architect,IT,Bachelor,Microsoft Certified: Azure Administrator Associate,Lambda Functions,1,2
deloitte,valuelabs,9.8,1208470,1515904,Male,Kolkata,Data Analyst,IT,Bachelor,TensorFlow Developer Certificate,Data Science,2,5
tcs,apple,7.9,2983242,4437622,Male,Noida,Project Manager,IT,Bachelor,AWS Certified Security - Specialty,AWS,3,1
google,meta,12.4,2260845,2939985,Female,Bangalore,Software Architect,IT,Bachelor,None,Microsoft Azure,1,1
google,wipro,9.3,3070934,4577144,Female,Delhi,Solution Architect,IT,PhD,Salesforce Certified Administrator,GitHub Actions,1,3
accenture,meta,8.6,1921219,2980716,Female,Mumbai,Product Manager,IT,Bachelor,CompTIA A+,OAuth,2,1
hexaware,accenture,5.3,2642723,3520728,Male,Bangalore,Platform Engineer,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,Lambda Functions,4,2
google,linkedin,6.9,2631167,3292677,Male,Pune,Project Manager,IT,Master,Oracle MySQL Database Administration,Data Science,1,1
uber,hcl,12.1,3223813,4626937,Female,Delhi,Platform Engineer,IT,Bachelor,AWS Certified Solutions Architect - Associate,React,1,3
oracle,amazon,8.6,3310797,4926147,Male,Hyderabad,Tech Lead,IT,Bachelor,Certified Data Professional (CDP),CI/CD,2,1
adobe,amazon,13.6,2313550,3635019,Male,Mumbai,Solution Architect,IT,Bachelor,AWS Certified Data Analytics - Specialty,Spring Boot,1,1
happiest-minds,meta,8.8,2516068,3870997,Male,Delhi,Quality Assurance Lead,IT,PhD,Google Cloud Professional Machine Learning Engineer,Power BI,5,1
oracle,cts,5.0,1349370,1659547,Male,Kolkata,DevOps Engineer,IT,Bachelor,AWS Certified DevOps Engineer - Professional,Spring Boot,2,3
uber,coforge,12.9,2971236,4497837,Female,Pune,Security Engineer,IT,Master,Salesforce Certified Administrator,Performance Testing,1,5
hcl,meta,5.8,802100,1132172,Male,Delhi,Scrum Master,IT,Bachelor,CompTIA CySA+,Identity Management,3,1
cts,uber,5.8,1765606,2408000,Male,Hyderabad,Cloud Engineer,IT,PhD,AWS Cloud Practitioner,Flask,3,1
cts,adobe,12.0,3128978,4951585,Male,Bangalore,Scrum Master,IT,PhD,AWS Certified Developer - Associate,PostgreSQL,3,1
uber,adobe,7.5,1282378,1693050,Male,Mumbai,Security Engineer,IT,Bachelor,Microsoft Certified: Azure Data Scientist Associate,Deep Learning,1,1
hcl,deloitte,13.6,2068380,2750209,Female,Chennai,Data Analyst,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,Angular,3,2
linkedin,infosys,8.5,1861520,2264038,Male,Chennai,Senior Developer,IT,Master,CompTIA Network+,SAML,1,3
hexaware,tcs,13.4,1861076,2240495,Male,Gurgaon,System Administrator,IT,Master,Oracle MySQL Database Administration,Test Automation,4,3
tcs,hcl,11.5,2548997,3173249,Male,Hyderabad,Blockchain Developer,IT,Bachelor,AWS Certified SysOps Administrator - Associate,React,3,3
wipro,deloitte,3.9,1380365,1796917,Male,Delhi,Blockchain Developer,IT,Master,Microsoft Certified: Azure DevOps Engineer Expert,GitHub Actions,3,2
uber,adobe,6.8,2200476,2651985,Male,Bangalore,Cybersecurity Specialist,IT,PhD,Microsoft Certified: Azure AI Engineer Associate,Event-Driven Architecture,1,1
hexaware,zensar,13.5,2185913,2625418,Female,Kolkata,Software Architect,IT,Bachelor,AWS Certified Solutions Architect - Professional,MongoDB,4,4
hexaware,virtusa,4.6,1860768,2976657,Male,Mumbai,DevOps Engineer,IT,PhD,Docker Certified Associate (DCA),Flask,4,4
meta,uber,6.2,1689842,2524793,Male,Pune,Data Engineer,IT,PhD,Oracle MySQL Database Administration,Identity Management,1,1
apple,adobe,12.6,2296943,2800983,Male,Gurgaon,Infrastructure Engineer,IT,Master,ITIL Expert,Network Security,1,1
apple,accenture,10.8,916000,1423940,Female,Gurgaon,Security Engineer,IT,Master,ITIL Expert,Docker,1,2
coforge,tcs,14.6,2719197,3281480,Female,Pune,Cybersecurity Specialist,IT,Master,Certified Kubernetes Application Developer (CKAD),Database Management,5,3
sap,deloitte,6.0,736930,1038236,Male,Hyderabad,UX/UI Designer,IT,PhD,Salesforce Certified Administrator,GitLab CI,2,2
uber,deloitte,14.0,975333,1194491,Male,Pune,AI Researcher,IT,Bachelor,Cisco Certified Internetwork Expert (CCIE),Project Management,1,2
infosys,microsoft,9.3,2776007,3565320,Male,Chennai,Security Engineer,IT,Master,Cisco Certified Internetwork Expert (CCIE),Hadoop,3,1
salesforce,oracle,5.2,1394947,1715785,Male,Chennai,Full Stack Developer,IT,PhD,Cisco Certified Internetwork Expert (CCIE),Cloud Security,1,2
linkedin,tcs,1.7,780198,1065832,Female,Mumbai,Data Engineer,IT,Master,Microsoft Certified: Azure DevOps Engineer Expert,Big Data,1,3
oracle,deloitte,4.2,2912708,4072545,Male,Bangalore,UX/UI Designer,IT,PhD,AWS Certified Security - Specialty,MongoDB,2,2
wipro,happiest-minds,4.8,1302306,2078165,Female,Delhi,Data Scientist,IT,Bachelor,AWS Certified Developer - Associate,Machine Learning,3,5
wipro,ibm,9.6,810848,1196078,Male,Noida,Quality Assurance Lead,IT,PhD,CompTIA Cloud+,Event-Driven Architecture,3,2
uber,adobe,8.8,945448,1392969,Female,Noida,System Administrator,IT,PhD,VMware Certified Professional (VCP),Big Data,1,1
zensar,deloitte,4.7,1216246,1474695,Male,Kolkata,Data Scientist,IT,Master,AWS Certified Solutions Architect - Associate,IoT,4,2
apple,netflix,9.0,1509735,2139653,Female,Kolkata,Solution Architect,IT,Master,CompTIA Network+,Database Management,1,1
zensar,uber,12.5,1007815,1215413,Male,Hyderabad,Data Engineer,IT,PhD,Cisco Certified Internetwork Expert (CCIE),Security Testing,4,1
ibm,google,3.5,2819436,3670220,Female,Kolkata,Network Engineer,IT,Master,Docker Certified Associate (DCA),Cloud Computing,2,1
linkedin,cts,10.6,1054522,1643378,Male,Chennai,Quality Assurance Lead,IT,PhD,Microsoft Certified: Azure Fundamentals,Machine Learning,1,3
sap,deloitte,7.0,2883006,4026188,Male,Chennai,Cloud Engineer,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,Data Visualization,2,2
wipro,hexaware,5.3,1124249,1524905,Female,Bangalore,Data Engineer,IT,Bachelor,Certified Ethical Hacker (CEH),SAML,3,4
